"83 / Team Group Inc. UD5-7200 16GB /   20,332 MB/s"
"84 / Corsair CMK64GX5M2B5600C40 32GB /   20,309 MB/s"
"85 / Corsair CMH32GX5M2D6000C36 16GB /   20,277 MB/s"
"86 / Corsair CMH64GX5M2B5200C40 32GB /   20,199 MB/s"
"87 / Kingston KF560C40-32 32GB /   20,140 MB/s"
"88 / Corsair CMT32GX5M2X6000C36 16GB /   20,136 MB/s"
"89 / Corsair CMH32GX5M2X7200C34 16GB /   20,085 MB/s"
"90 / Corsair CMH32GX5M2B6400C32 16GB /   19,958 MB/s"
"91 / Crucial Technology CT32G52C42U5.M16G1 32GB /   19,928 MB/s"
"92 / G Skill Intl F5-6600J3440G16G 16GB /   19,886 MB/s"
"93 / Corsair CMK32GX5M2B6000C40 16GB /   19,841 MB/s"
"94 / Kingston KF556C40-8 8GB /   19,782 MB/s"
"95 / Corsair CMT32GX5M2X6200C36 16GB /   19,726 MB/s"
"96 / Corsair CMT32GX5M2D6000C36 16GB /   19,712 MB/s"
"97 / Corsair CMT64GX5M2B5600Z40 32GB /   19,703 MB/s"
"98 / Team Group Inc. UD5-5600 16GB /   19,692 MB/s"
"99 / Corsair CMK32GX5M2B6000C36 16GB /   19,676 MB/s"
"100 / Corsair CMK32GX5M1B5200C40 32GB /   19,471 MB/s"
"101 / Corsair CMT64GX5M2X5600C40 32GB /   19,413 MB/s"
"102 / G Skill Intl F5-6400J3239G16G 16GB /   19,397 MB/s"
"103 / SK Hynix HMCG66MEBUA081N 8GB /   19,376 MB/s"
"104 / Corsair CMT5S32G3B56Z40A2 32GB /   19,328 MB/s"
"105 / Corsair CMK32GX5M2X7200C34 16GB /   19,323 MB/s"
"106 / Team Group Inc. UD5-6400 16GB /   19,300 MB/s"
"107 / Golden Empire CL42-42-42 D5-5200 16GB /   19,223 MB/s"
"108 / G Skill Intl F5-5600J3636C16G 16GB /   19,220 MB/s"
"109 / G Skill Intl F5-6800J3445G16G 16GB /   19,174 MB/s"
"110 / Corsair CMH32GX5M2B5600C40 16GB /   19,013 MB/s"
"111 / Corsair CMK32GX5M2D6000C36 16GB /   18,997 MB/s"
"112 / Patriot Memory (PDP Systems) 5200 C36 Series 8GB /   18,922 MB/s"
"113 / Corsair CMK64GX5M4B5600C36 16GB /   18,834 MB/s"
"114 / Corsair CMT64GX5M4B5600C36 16GB /   18,792 MB/s"
"115 / Corsair CMK64GX5M2B5200C40 32GB /   18,785 MB/s"
"116 / Patriot Memory (PDP Systems) 6000 C36 Series 16GB /   18,746 MB/s"
"117 / Corsair CMH32GX5M2B5200C40 16GB /   18,678 MB/s"
"118 / Corsair CMK32GX5M2X6400C38 16GB /   18,539 MB/s"
"119 / Team Group Inc. UD5-5200 16GB /   18,515 MB/s"
"120 / G Skill Intl F5-6000J4040F16G 16GB /   18,456 MB/s"
"121 / A-DATA Technology AX5U7200C3416G-BLARBK 16GB /   18,392 MB/s"
"122 / Kingston KF560C40-16 16GB /   18,377 MB/s"
"123 / Kingston KF556C40-16 16GB /   18,370 MB/s"
"124 / A-DATA Technology AM2V48UCSV1-BK2S 16GB /   18,351 MB/s"
"125 / Corsair CMT32GX5M2X7200C34 16GB /   18,318 MB/s"
"126 / Patriot Memory (PDP Systems) 5600 C40 Series 8GB /   18,227 MB/s"
"127 / Team Group Inc. UD5-7600 16GB /   18,084 MB/s"
"128 / A-DATA Technology AX5U6000C4016G-B 16GB /   18,084 MB/s"
"129 / Gold Key Technology Co Ltd NMUD516F81-6400F 16GB /   18,004 MB/s"
"130 / Corsair CMK32GX5M2B5600C36 16GB /   17,998 MB/s"
"131 / Corsair CMT32GX5M2B5600C36 16GB /   17,861 MB/s"
"132 / PNY Technologies, Inc. 16GP1X1660JJJ77-13-K3-RGB 16GB /   17,803 MB/s"
"133 / Kingston KF548C38-32 32GB /   17,773 MB/s"
"134 / Samsung M323R4GA3BB0-CQKOL 32GB /   17,744 MB/s"
"135 / Mushkin MRX5U600DDDM16G 16GB /   17,716 MB/s"
"136 / Kingston 9905782-018.A00G 32GB /   17,681 MB/s"
"137 / Kingston KF552C40-16 16GB /   17,672 MB/s"
"138 / Crucial Technology CT16G48C40U5.M8A1 16GB /   17,626 MB/s"
"139 / Kingston KF560C40-8 8GB /   17,597 MB/s"
"140 / G Skill Intl F5-7600J3646G16G 16GB /   17,540 MB/s"
"141 / Kingston KF572C38-16 16GB /   17,474 MB/s"
"142 / Team Group Inc. UD5-4800 8GB /   17,450 MB/s"
"143 / Samsung M323R2GA3BB0-CQKOL 16GB /   17,386 MB/s"
"144 / A-DATA Technology AX5U5200C3816G-B 16GB /   17,306 MB/s"
"145 / Corsair CMK32GX5M2X5600C32 16GB /   17,299 MB/s"
"146 / GIGA - BYTE Technology Co Ltd ARS32G60D5R 16GB /   17,261 MB/s"
"147 / A-DATA Technology AX5U5600C3616G-B 16GB /   17,257 MB/s"
"148 / G Skill Intl F5-5200J2834F16G 16GB /   17,088 MB/s"
"149 / Kingston KF552C40-8 8GB /   17,014 MB/s"
"150 / GIGA - BYTE Technology Co Ltd GP-ARS32G52D5 16GB /   17,000 MB/s"
"151 / V-Color Technology Inc. TL51656840-E6PGAWK 16GB /   16,817 MB/s"
"152 / Corsair CMT32GX5M2B5200C40 16GB /   16,799 MB/s"
"153 / Corsair CMT5S32G3A48C40A2 32GB /   16,769 MB/s"
"154 / G Skill Intl F5-6000U3636E16G 16GB /   16,694 MB/s"
"155 / Corsair CMK5S16G3B56Z40A2 16GB /   16,662 MB/s"
"156 / A-DATA Technology AD5U480016G-B 16GB /   16,631 MB/s"
"157 / Corsair CMK32GX5M2B5200C40 16GB /   16,611 MB/s"
"158 / Samsung M323R4GA3BB0-CQKOD 32GB /   16,607 MB/s"
"159 / Samsung M323R1GB4BB0-CQKOL 8GB /   16,400 MB/s"
"160 / A-DATA Technology AX5U6000C4016G-DCLARBK 16GB /   16,384 MB/s"
"161 / Corsair CMH96GX5M2B5600C40 40GB /   16,282 MB/s"
"162 / Crucial Technology CT32G48C40U5.M16A1 32GB /   16,218 MB/s"
"163 / Corsair CMH64GX5M4B5600C36 16GB /   16,200 MB/s"
"164 / G Skill Intl F5-5200U4040A16G 16GB /   16,171 MB/s"
"165 / Kingston KF548C38-8 8GB /   16,056 MB/s"
"166 / Corsair CMK5S16G3B52C40A2 16GB /   15,924 MB/s"
"167 / Crucial Technology CT8G48C40U5.M4A1 8GB /   15,894 MB/s"
"168 / Kingston KF548C38-16 16GB /   15,822 MB/s"
"169 / Micron Technology MTC8C1084S1UC48BA1 16GB /   15,754 MB/s"
"170 / Corsair CMK16GX5M1B5200C40 16GB /   15,697 MB/s"
"171 / Samsung M323R2GA3DB0-CWMOD 16GB /   15,627 MB/s"
"172 / Corsair CMK32GX5M2A4800C40 16GB /   15,620 MB/s"
"173 / Corsair CMT32GX5M2X5600C36 16GB /   15,569 MB/s"
"174 / Kingston CBD48U40BD8MA-32 32GB /   15,351 MB/s"
"175 / Corsair CMT5S16G3A48C40A2 16GB /   15,318 MB/s"
"176 / G Skill Intl F5-6000U4040E16G 16GB /   15,280 MB/s"
"177 / Corsair CMT32GX5M2B5200C38 16GB /   15,223 MB/s"
"178 / Kingston 9905783-025.A01G 16GB /   15,223 MB/s"
"179 / Kingston 9905792-015.A00G 8GB /   14,955 MB/s"
"180 / G Skill Intl F5-5600U3636C16G 16GB /   14,944 MB/s"
"181 / G Skill Intl F5-5200S3838A16G 16GB /   14,885 MB/s"
"182 / Corsair CM5S32GM4800A40N2 32GB /   14,815 MB/s"
"183 / Golden Empire CL34-38-38 D5-5200 16GB /   14,720 MB/s"
"184 / G Skill Intl F5-5600J4040C16G 16GB /   14,644 MB/s"
"185 / A-DATA Technology AD5U48008G-B 8GB /   14,545 MB/s"
"186 / Samsung M323R2GA3BB0-CQKOD 16GB /   14,149 MB/s"
"187 / Crucial Technology CT16G56C46S5.M8G1 16GB /   14,071 MB/s"
"188 / Team Group Inc. TEAMGROUP-UD5-4800 16GB /   14,012 MB/s"
"189 / Crucial Technology CT32G48C40S5.M16A1 32GB /   13,994 MB/s"
"190 / Corsair CMSX32GX5M1A4800C40 32GB /   13,971 MB/s"
"191 / Kingston CBD48S40BD8MA-32 32GB /   13,941 MB/s"
"192 / G Skill Intl F5-4800S3434A16G 16GB /   13,878 MB/s"
"193 / G Skill Intl F5-4800S4039A32G 32GB /   13,729 MB/s"
"194 / SK Hynix HMCG78MEBSA092N 16GB /   13,607 MB/s"
"195 / Kingston KF548S38-16 16GB /   13,582 MB/s"
"196 / Corsair CM5S16GM4800A40N2 16GB /   13,547 MB/s"
"197 / Kingston KF548S38-32 32GB /   13,443 MB/s"
"198 / A-DATA Technology AD5S480016G-B 16GB /   13,182 MB/s"
"199 / Kingston CBD48S40BS8MA-16 16GB /   13,150 MB/s"
"200 / Corsair CMTS16GM4800A40T2 16GB /   12,923 MB/s"
"201 / Corsair CM5S16GM4800A40K2 16GB /   12,410 MB/s"
"202 / Crucial Technology CT8G48C40S5.M4A1 8GB /   12,191 MB/s"
"203 / Corsair CMK64GX5M2A4800C40 32GB /   11,979 MB/s"
"204 / Kingston CBD48S40BS6MA-8 8GB /   11,970 MB/s"
